BGGId,Name,Year_Published,Description,Min_Players,Max_Players,Min_Playtime,Max_Playtime,Average_Rating,Bayesian_Average_Rating,Number_of_Ratings
64331,Bar-Lev: The 1973 Arab-Israeli War,1977,"""Bar-Lev: The 1973 Arab-Israeli War"" is an Operational level board wargame of the 1973 Arab-Israeli War, referred to by the Israelis as the War of Atonement or the Yom Kippur War, and by the Arabs as the War of Ramadan. Players will represent the Israeli and Arab high commands and maneuver their units and conduct combat in an attempt to attain the objectives of their respective nations. Because of the two front nature of the war, Bar Lev is uniquely suited to a multi-player game, with one player commanding the Israelis, one the Egyptians, and one the Syrians. Additional players can also be added to allow one commander for each front for the Israelis, air force commanders, or commanders for the various Arab allies. The ground game can be played without the air game, but it is recommended that the air game be incorporated into play as soon as the players are familiar with the ground rules, after two or three games, for instance.&#10;&#10;(from rulebook introduction)&#10;&#10;&#10;Scale: Operational, Battalion-Regiment, 1 Day per turn, 3-6 Km/hex&#10;&#10;Turn Sequence: 1. Recon units move, 2. Artillery phase, 3. Movement phase, 4. Enemy recon units move,  5. Direct Fire phase,  6. Enemy units regroup&#10;&#10;Components:&#10;&#10;    Rulebook (10 pages of densely written rules with 3 pages of optional Air rules)&#10;    Two 18 x 24 inch maps &#10;    528 Counters (with a 3rd combat factor for defense not in the first edition)&#10;    9 Charts: Israeli Armed Forces, Israeli Mobilization/Refit, Egyptian Armed Forces, Syrian Armed Forces, Ground CRT/Unit Identification, Air CRT/Unit Identification, Terrain Effects, Egyptian Operational Points, Syrian Operational Points&#10;&#10;&#10;This game, though based on the 1974 design by John Hill, is a completely new one, with a different designer (Frank Chadwick).&#10;&#10;",2,2,360,360,7.27475,5.5443,59
144256,Orient Express Supplement #3,1988,From the cover:&#10;&#10;This supplement contains 10 new cases for Orient Express Mystery Detective Game.  It can only be used in conjunction with that game and is not a complete game in itself&#10;&#10;It contains:&#10;Clue book for Cases 31-40&#10;Solution pad for Cases 31-40&#10;Detective notepad&#10;&#10;,1,6,60,60,9.5,0.0,2
28510,Scene It? Friends Deluxe Edition,2006,"From the publisher:&#10;&#10;Double your Friends fun with 2 DVDs!&#10;From Marcel the Monkey and Smelly Cat to foosball and Ugly Naked Guy, you'll relive all your favorite moments from all your favorite episodes, through real show clips, trivia questions and an array of on-screen puzzlers compiled from all ten seasons of the hit show Friends.&#10;&#10;Deluxe Edition Game Includes:&#10;&#10;     Collectible Tin &#10;     2 DVDs (includes bonus DVD) &#10;     Flextime&reg; Game Board &#10;     Party Play &#10;     6 Collectible Metal Tokens (2 extra Tokens) &#10;     200 Trivia Cards (25% more Trivia Cards) &#10;     30 Buzz Cards &#10;     4 Reference Cards &#10;     1 Six-Sided Die &#10;     1 Eight-Sided Die &#10;&#10;&#10;",2,12,45,45,5.90333,5.50443,30
13294,Break the Bank,1977,"Based on the 1976-77 game show, the twenty cards for the game are numbered and placed on the board in a five-by-four grid. The player wins cards by choosing the right answer and avoiding the bluff. A player wins by winning any three matching prizes.&#10;&#10;During each game, two players compete while one acts as game master. The players play three games, and whoever has the most money after those games wins.&#10;&#10;",3,3,30,30,5.65455,0.0,11
135579,Travalgo,2011,"Gold seekers come over sea (by ship) and over land (by horse). With the gold they have found they can buy tools. These tools give you extras during the game and you will need them as well. The goal is to collect 6 points, the tools are worth 1 or 2 points.&#10;&#10;In a game turn you roll the dice and walk/sail exact the amount on the board. There you can have special actions. These are: collection coins, collecting cards (you can use them during the game) or flipping over tiles (water becomes land, en land becomes water). Most of the tiles have on the reverse side special events that will happen. Some are good, like collecting gold, some are bad like a storm.&#10;&#10;To buy tools you have to go to the shops, which are on the side of the game board. You have to walk/sail of the board to collect them.&#10;&#10;",2,4,60,60,4.2,0.0,5
111210,Wummy!,2011,"Wummy! is a word game that is family friendly as well as possibly educational. The ultimate goal of the game is to use all the letters (cards) in your hand to make words. Even short words count and you get extra points if you can link two short words into a larger one. For example, linking ""PAN"" and ""CAKE"" would get you ""PANCAKE"" for extra points.&#10;&#10;Everything needed comes in the tin other than your own ability to create words.&#10;&#10;The first to reach 30 points on their score card is the winner of this word game.&#10;&#10;",2,0,0,0,0.0,0.0,0
25688,Monopoly: Atlanta Braves,2006,"From Publisher:&#10;&#10;The Monopoly Brand proudly presents the Atlanta Braves&trade; Collector&rsquo;s Edition of America&rsquo;s favorite board game. Braves fans now have the opportunity to buy, sell and trade Braves players, coaches, announcers and team icons. Features legendary Braves players like Hank Aaron, John Smoltz and Andruw Jones. Includes six collectible pewter tokens: Braves hat, batter, pitcher, ball in glove, Georgia dog and the Atlanta Braves tomahawk. With some of the all-time greatest Major League Baseball players and a bright future ahead, the Braves continue to make for exciting play in this timeless game of risk taking and deal making. Bankrupt your opponents in a quest to own the Braves.&#10;&#10;",2,6,120,120,3.7,0.0,5
229545,SimplyClever.Cards Subtraction 3,2017,"SimplyClever.Cards Subtraction 3 combines traditional playing cards with math flash cards. The deck has 52 cards in 4 colours numbered 48-144, and 4 jokers.&#10;&#10;Each card is illustrated with a subtraction calculation (e.g. 68-20, 96-48 or 288-144) corresponding to the card value from 48 to 144.&#10;&#10;One joker has a table showing which 4 cards match up for each value, in order to check the math when necessary. The remaining 3 jokers have mathematical operators +, - and = so you can make your own calculations using the cards.&#10;&#10;Designed to function like a regular deck of cards (including traditional pips for suits and ranks), SimplyClever.Cards Subtraction 3 allows you to play any regular card game you want to - but with a mathematical twist! Game examples: 500, Casino, Crazy Eights, Go Fish, Hearts, Memory, Old Maid, Slap Jack, Snap, UNO etc.&#10;&#10;",1,6,5,20,0.0,0.0,0
111730,Nürburg-Rennen,1960,"Contents&#10;1 Game Board.&#10;1 Dice.&#10;1 Playing Piece Car.&#10;3 Playing Piece Motorcycles.&#10;1 Rules Sheet.&#10;&#10;Simple die rolling game. From the start, you move round the track, obeying instructions on special squares. The first player to cross the finish line, wins.&#10;&#10;",2,4,0,0,0.0,0.0,0
287612,Epic Card Game: Lost Tribe – Good,2021,"The Lost Tribe is a set of four 15 card packs, one for each alignment (Evil, Good, Sage and Wild). Combine any two packs to create a 30 card, two-color deck and you are ready to play!&#10;&#10;&mdash;description from the publisher&#10;&#10;",2,4,20,40,7.368,0.0,25
134664,Gene Rummy,1994,"This is a genetics-themed educational rummy-influenced game, with some of the mechanisms derived from genetics as well.&#10;&#10;Cards are different from normal playing cards in that each card is a genetic base and also has a sequence number corresponding to its position in a DNA triplet.  Players draw cards and attempt to sort the cards into different sets of codons.  There are several different versions:&#10;- Quick Game (three complete sets)&#10;- Complete Game (extended to building proteins using the sets of codons)&#10;- DNA Draw (Poker-based)&#10;- DNA 3-card showdown&#10;- Supper-advanced Gene Rummy (collect 5 sets and build the 5 specific amino acids that occur in the chosen protein).&#10;&#10;Used as part of the game is an accurate genetic code dictionary and a protein chart of 8 proteins that are found in the human body.  The game also comes with a laminated score chart, a wet-erase marker, 60 cards, and rule booklet.  The rules also includes 10 pages of background information on genetics and the human body.&#10;&#10;",2,4,0,0,5.0,0.0,1
