BGGId,Name,Year_Published,Description,Min_Players,Max_Players,Min_Playtime,Max_Playtime,Average_Rating,Bayesian_Average_Rating,Number_of_Ratings,Mechanics,Categories
245160,Train Simulator: Aerotrain Streamlined Train,N/A,"The Aerotrain, a futuristic and utterly unique lightweight diesel streamliner that became one of the most iconic American passenger trains of the 1950s, is now available for Train Simulator!&#10;&#10;The Aerotrain was created by General Motors as a lightweight, low-cost alternative to traditional passenger equipment, and the diminutive streamliner was at once futuristic in its bold styling and design-based upon standard industrial components. Motive power for the Aerotrain came in the form of a sleek Electro-Motive locomotive designated the LWT12, which was equipped with a standard EMD 567-series 1,200-horsepower diesel power plant. The Aerotrain&rsquo;s low-slung passenger coaches were based upon GM&rsquo;s standard 40-passenger intercity bus carbody, which for rail service was widened by 18 inches and mounted on a pair of axles per coach.&#10;&#10;General Motors assembled a pair of 10-car Aerotrain demonstrators in 1955. The distinctive streamliner made its debut in January 1956 when one of the demonstrators ran from Washington, D.C., to Newark, New Jersey on the Pennsylvania Railroad while the second dashed from Chicago to Detroit on the New York Central. The Pennsylvania Railroad then leased one Aerotrain and utilized it as a nine-car train in New York-Philadelphia-Pittsburgh service, while the second Aerotrain undertook a barnstorming tour that included working on U.S. railroads such as the Santa Fe and Union Pacific. A third Aerotrain locomotive was constructed for the Rock Island and the RI eventually purchased the two demonstrators as well.&#10;&#10;Created for Train Simulator by DTM, the complete Aerotrain (LWT12 locomotive, coach, and coach-observation) is authentically re-created wearing the Pennsylvania Railroad&rsquo;s famed &ldquo;Keystone&rdquo; logo, making it perfect for service on Train Simulator&rsquo;s classic Horseshoe Curve route (available separately). And the Aerotrain pack also includes a version of the iconic train in standard demonstrator livery ideal for operation on a wide variety of Train Simulator routes.&#10;&#10;Included Scenarios&#10;&#10;The Aerotrain Streamlined Train Add-On includes four career scenarios for the Train Simulator Horseshoe Curve route (available separately):&#10;&#10;&#10;    Aerotrain to Pittsburg Part 1&#10;    Aerotrain to Pittsburg Part 2&#10;    Aerotrain to Philadelphia Part 1&#10;    Aerotrain to Philadelphia Part 2&#10;&#10;&#10;Key Features&#10;&#10;&#10;    Iconic 1950s Aerotrain including LWT12 locomotive, coach, and coach-observation&#10;    Aerotrain with classic Pennsylvania Railroad &ldquo;Keystone&rdquo; logo markings&#10;    Version in standard (un-branded) demonstrator livery&#10;    Realistic and authentic cab, locomotive controls, and operating features&#10;    Passenger view&#10;    Four Challenging Career Scenarios&#10;    Quick Drive compatible&#10;&#10;&#10;Source: The Publisher Website.&#10;&#10;",1,1,N/A,N/A,0,0,0,[],[]
258988,100 Fantasy Black Market Items,2012,"Publisher's blurb:&#10;&#10;100 Fantasy Black Market Items is a finely crafted list of mostly historically accurate and verisimilitudinous black market items collected by our semi-professional peddlers. Perfect for stocking your market, filling your treasure hordes, or just picking something weird to buy.&#10;&#10;",N/A,N/A,N/A,N/A,0,0,0,[],[]
100087,Paperclip Railways: UK Games Expo,2011,Bonus station card. Base game has three 'placeholder' station cards that can be cashed in for a promo of choice 'from the box'.&#10;&#10;It is included at the rear of the UK Games Expo 2011 programme.&#10;&#10;,2,5,45,45,8,0,1,"['Network and Route Building', 'Tile Placement']","['Card Game', 'Expansion for Base-game', 'Territory Building', 'Trains']"
269555,Touched: A Darkening Alley,2019,"From publisher blurb:&#10;&#10;The cyberpunk future is already a horror show. Now it gets supernatural...&#10;&#10;&ldquo;The shit-holes are getting shittier, and no one wants to talk about it. The town that disappeared, that video of a lady giving birth to what looked like an octopus, or the leaked corp files about a continuous human scream emanating from Jupiter. Why aren&rsquo;t the news feeds talking about this? What are the corps hiding?&rdquo;&#10;&#10;&mdash;Antonio Alverez, editor-at-large THE CANT &#10;&#10;It's 1985. Ever since Nixon privatised the Vietnam War, we've been an a downhill slide into corporate hell. We all thought that was a metaphor, but maybe we were too optimistic. A Darkening Alley is a low-magic, dark horror setting for The Sprawl. Rifts in the fabric of space are starting to crack, opening portals to strange new worlds filled with beings and energies far beyond our understanding; humanity is beginning to feel the effects. Strange happenings are becoming more and more common. The street-side prophets are starting to sound a bit reasonable. The corporations smell power and have started pouring a lot of money into investigating and documenting these occurrences&mdash;that&rsquo;s where you come in.&#10;&#10;A Darkening Alley introduces the new Antiquarian playbook, a Trauma system by DYMPHNA, and several magical abilities available to players through basic advances. Because players do not start with magical abilities, you can easily merge this setting with an ongoing campaign.&#10;&#10;",N/A,N/A,N/A,N/A,8,0,1,[],[]
167743,Death Vegas,N/A,User Summary&#10;&#10;A man being questioned by the police reveals what happened in the storyline via flashbacks. Piece together the story as the narrative reveals itself from multiple perspectives in the cutscenes. The gameplay portion of the game features a fighting game with puzzle elements. This is a dark and gritty game.&#10;&#10;,1,2,N/A,N/A,0,0,0,[],[]
216629,Slap It!,2019,"A portal to another dimension has opened, and monsters are pouring out. What do you do when you encounter a monster? Slap it!&#10;&#10;In Slap It!, players race to be the first to slap the correct monster, but that's not always as easy as it seems. With new monsters coming out of the portal, and the dice changing the rules, you need to stay on your toes and be lightning fast &mdash; and if you see a monster coming, slap it!&#10;&#10;The player with the dice rolls them within view of all players. The dice will refer to one of the face-up cards on the table. The first person to slap the correct card takes it, and a new card is turned face-up from the deck to replace it. The dice are then passed to the next player in clockwise order, and the same process is repeated.&#10;&#10;When only two monster cards remain on the table, the game ends. Players count up the monster cards that they have taken, and the player with the most cards wins. In the event of a tie, the tied player with the single highest monster card wins.&#10;&#10;&mdash;description from publisher&#10;&#10;",2,8,5,10,5.92115,5.50502,52,"['Dice Rolling', 'Pattern Recognition']","['Action / Dexterity', 'Dice', 'Real-time']"
187347,No Honor Among Thieves,2018,"No Honor Among Thieves is a competitive/cooperative game for three to six players, in which each player assembles a crew of thieves and sets out to see who can steal the most from the rich and powerful of the kingdom.&#10;&#10;Each player is the head of their own crew, which consists of different character cards recruited from an array of thieves available for hire. These characters are then sent on heists to try and overcome defense cards in front of objectives, using their different sets of skills to bypass guards, traps and walls to get to the filthy lucre that they're after. Players not involved in the heist will, of course, try and stop the thieves in their tracks by playing Scheme cards, which represent the quirks of fate which might cause a heist to fail--unexpectedly alert guards, City Watch patrols, or the simple mistake that leads to disaster.&#10;&#10;Staging a heist alone is difficult, but working together with other players leaves you open to betrayal by your so-called allies, or gives you the chance to betray them, and take it all for yourself. Once any player has been betrayed, the game changes, and more dangerous abilities on different cards can now be played. The Assassin begins killing other characters, the Pickpocket starts stealing from players, the Fall Guy takes the blame, and the whole table becomes a little more vicious. Thieves like to believe they have a code of honor, but once that illusion is broken, there is no going back.&#10;&#10;What will you risk to be the richest and cleverest thief in this city of rogues?&#10;&#10;",3,6,90,120,7.17907,5.55306,86,"['Action Points', 'Deck, Bag, and Pool Building', 'Dice Rolling', 'Hand Management', 'Modular Board', 'Open Drafting', 'Take That', 'Team-Based Game']","['Bluffing', 'Card Game', 'Fantasy']"
247211,Jakten på Prins Adam,2017,From Introduction:&#10;&#10;Du kommer tids nog att hitta p&aring; egna sagor som ni kan spela. F&ouml;r att ni snabbt&#10;ska komma ig&aring;ng hittar du h&auml;r en v&auml;ldigt enkel saga ni kan b&ouml;rja med.&#10;&#10;&#10;Translation courtesy of Google:&#10;&#10;You will find enough time on your own stories that you can play. To you fast&#10;to get started here you will find a very simple saga you can start with.&#10;&#10;,N/A,N/A,N/A,N/A,6,0,1,[],[]
232862,Listening Lotto: Outside Sounds,0,"In this educational children's game, players match noises occurring outdoors (cricket; lawnmower) to images depictions those items. To play, players listen to the sounds on the CD and place tokens on the images on their game cards that match what they hear.  Players win by matching the most images correctly.&#10;&#10;Each game set includes 12 game cards with 8 photos per card, 120 game tokens, an audio CD, and directions in English.&#10;&#10;",1,12,0,0,0,0,0,[],"[""Children's Game"", 'Educational']"
260479,"Warhammer 40,000: Kill Team – Rogue Trader: Elucidian Starstriders Dice",2018,"This set contains 6 6-sided dice and 2 10-sided dice &ndash; the former used during games of Kill Team, the latter used to roll on certain tables when assembling your squad ready for combat. Themed to match the Elucidian Starstriders, these dice are grey with gold markings. The D6 feature the personal crest of noted Rogue Trader Elucia Vhane in place of the 6 and a Kill Team logo in place of the 1; the D10 feature a skull in place of the 1.&#10;&#10;",N/A,N/A,N/A,N/A,0,0,0,[],[]
28134,Helt Texas,2006,"(Translated from the box, in Norwegian)&#10;&#10;""How to become a good poker player?""&#10;&#10;Play ""Helt Texas""! &#10;In the first round on the board - the Trivia round - you win chips by answering correctly to questions in three categories: General knowledge, Sport and entertainment and Poker.&#10;&#10;After having won enough chips the game progresses into the Bluffing round. Now it's time to test the Pokerface! You challenge your opponents by stating yes/no questions on written statements about yourself.&#10;&#10;The first player to qualify to the Finals in Poker, brings the players with oneself, and you play Texas Hold 'em.&#10;&#10;2007 Nominert til &#195;&#133;rets Selskapsspill - Nominated for Party Game of the Year, Norway&#10;&#10;",2,6,75,75,8,0,1,"['Betting and Bluffing', 'Set Collection']","['Bluffing', 'Card Game', 'Trivia']"
138663,Stop-Over Wiesbaden,1991,"This game consists of two sub-games. In the first game players take the role of journalists and try to get to the sat-van as quick as possible in order to upload the three pictures they have to capture in this game. The pictures are all Wiesbaden-buildings or sites and have a UFO sighting on them.&#10;&#10;This is a Malefiz kind of adaptation.&#10;&#10;In the second part the game, journalists try to get the cover-story before the other players can by running up the stairs of the publisher trying to beat the others to his office.&#10;&#10;",2,6,40,40,0,0,0,['Dice Rolling'],"['Dice', 'Spies/Secret Agents']"
